Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
SEQN,"Respondent sequence number","Respondent sequence number.",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
WTDRD1,"Dietary day one sample weight","Dietary day one sample weight",," Both males and females 0 YEARS - 150 YEARS",chear:Weight,,obo:UO_0000033,,,,,,,,
WTDR2D,"Dietary two-day sample weight","Dietary two-day sample weight",," Both males and females 0 YEARS - 150 YEARS",chear:Weight,,obo:UO_0000033,,,,,,,,
DR2DRSTZ,"Dietary recall status","Dietary recall status",," Both males and females 0 YEARS - 150 YEARS",sio:StatusDescriptor,,,,,,,,,,
DR2EXMER,"Interviewer ID code","Interviewer ID code",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DRABF,"Breast-fed infant (either day)","Indicates whether the sample person was an infant who was breast-fed on either of the two recall days.  ",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000033,,,,,,,,
DRDINT,"Number of days of intake","Indicates whether the sample person has intake data for one or two days.",," Both males and females 0 YEARS - 150 YEARS",sio:Quantity,,obo:UO_0000033,,,,,,,,
DR2DBIH,"# of days b/w intake and HH interview ","Number of days between intake day and the day of family questionnaire administered in the household.",," Both males and females 0 YEARS - 150 YEARS",sio:Quantity,,obo:UO_0000033,,,,,,,,
DR2DAY,"Intake day of the week","Intake day of the week",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000034,,,,,,,,
DR2LANG,"Language respondent used mostly","The respondent spoke mostly:",," Both males and females 0 YEARS - 150 YEARS",chear:Language,,,,,,,,,,
DR2MNRSP,"Main respondent for this interview","Who was the main respondent for this interview?",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2HELPD,"Helped in responding for this interview","Who helped in responding for this interview",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TNUMF,"Number of foods/beverages reported","Total number of foods/beverages reported in the individual foods file",," Both males and females 0 YEARS - 150 YEARS",sio:Quantity,,,,,,,,,,
DR2STY,"Salt used at table yesterday?","Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or seasoned salt, lite salt, or a salt substitute.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000033,,,,,,,,
DR2SKY,"Type of salt used yesterday","What type of salt was it? (Was it ordinary or seasoned salt, lite salt, or a salt substitute?)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000033,,,,,,,,
DR2TKCAL,"Energy (kcal)","Energy (kcal)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TPROT,"Protein (gm)","Protein (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TCARB,"Carbohydrate (gm)","Carbohydrate (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TSUGR,"Total sugars (gm)","Total sugars (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TFIBE,"Dietary fiber (gm)","Dietary fiber (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TTFAT,"Total fat (gm)","Total fat (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TSFAT,"Total saturated fatty acids (gm)","Total saturated fatty acids (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TMFAT,"Total monounsaturated fatty acids (gm)","Total monounsaturated fatty acids (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TPFAT,"Total polyunsaturated fatty acids (gm)","Total polyunsaturated fatty acids (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TCHOL,"Cholesterol (mg)","Cholesterol (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TATOC,"Vitamin E as alpha-tocopherol (mg)","Vitamin E as alpha-tocopherol (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TATOA,"Added alpha-tocopherol (Vitamin E) (mg)","Added alpha-tocopherol (Vitamin E) (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TRET,"Retinol (mcg)","Retinol (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,chebi:27007,,,,,,,,
DR2TVARA,"Vitamin A, RAE (mcg)","Vitamin A as retinol activity equivalents (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TACAR,"Alpha-carotene (mcg)","Alpha-carotene (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TBCAR,"Beta-carotene (mcg)","Beta-carotene (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TCRYP,"Beta-cryptoxanthin (mcg)","Beta-cryptoxanthin (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TLYCO,"Lycopene (mcg)","Lycopene (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TLZ,"Lutein + zeaxanthin (mcg)","Lutein + zeaxanthin (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TVB1,"Thiamin (Vitamin B1) (mg)","Thiamin (Vitamin B1) (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TVB2,"Riboflavin (Vitamin B2) (mg)","Riboflavin (Vitamin B2) (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TNIAC,"Niacin (mg)","Niacin (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TVB6,"Vitamin B6 (mg)","Vitamin B6 (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TFOLA,"Total folate (mcg)","Total folate (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TFA,"Folic acid (mcg)","Folic acid (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TFF,"Food folate (mcg)","Food folate (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TFDFE,"Folate, DFE (mcg)","Folate as dietary folate equivalents (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TCHL,"Total choline (mg) ","Total choline (mg) ",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TVB12,"Vitamin B12 (mcg)","Vitamin B12 (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TB12A,"Added vitamin B12 (mcg)","Added vitamin B12 (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TVC,"Vitamin C (mg)","Vitamin C (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TVD,"Vitamin D (D2 + D3) (mcg) ","Vitamin D (D2 + D3) (mcg) ",," Both males and females 0 YEARS - 150 YEARS",,,chebi:27300,,,,,,,,
DR2TVK,"Vitamin K (mcg)","Vitamin K (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TCALC,"Calcium (mg)","Calcium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TPHOS,"Phosphorus (mg)","Phosphorus (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TMAGN,"Magnesium (mg)","Magnesium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TIRON,"Iron (mg)","Iron (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TZINC,"Zinc (mg)","Zinc (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TCOPP,"Copper (mg)","Copper (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TSODI,"Sodium (mg)","Sodium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TPOTA,"Potassium (mg)","Potassium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TSELE,"Selenium (mcg)","Selenium (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,chebi:27568,,,,,,,,
DR2TCAFF,"Caffeine (mg)","Caffeine (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TTHEO,"Theobromine (mg)","Theobromine (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DR2TALCO,"Alcohol (gm)","Alcohol (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TMOIS,"Moisture (gm)","Moisture (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS040,"SFA 4:0 (Butanoic) (gm)","SFA 4:0 (Butanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS060,"SFA 6:0 (Hexanoic) (gm)","SFA 6:0 (Hexanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS080,"SFA 8:0 (Octanoic) (gm)","SFA 8:0 (Octanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS100,"SFA 10:0 (Decanoic) (gm)","SFA 10:0 (Decanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS120,"SFA 12:0 (Dodecanoic) (gm)","SFA 12:0 (Dodecanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS140,"SFA 14:0 (Tetradecanoic) (gm)","SFA 14:0 (Tetradecanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS160,"SFA 16:0 (Hexadecanoic) (gm)","SFA 16:0 (Hexadecanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TS180,"SFA 18:0 (Octadecanoic) (gm)","SFA 18:0 (Octadecanoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TM161,"MFA 16:1 (Hexadecenoic) (gm)","MFA 16:1 (Hexadecenoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TM181,"MFA 18:1 (Octadecenoic) (gm)","MFA 18:1 (Octadecenoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DR2TM201,"MFA 20:1 (Eicosenoic) (gm)","MFA 20:1 (Eicosenoic) (gm)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
